,Movie Name,Release Year,Rating,Description,Genre
2575,Paycheck,2003,6.3,"What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased.","['Action', ' Mystery', ' Sci-Fi']"
2576,Wolves,2014,5.3,A boy is trying to find out about his family history and stumbles upon a town of lycans.,"['Action', ' Fantasy', ' Horror']"
2577,Lilya 4-Ever,2002,7.8,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.","['Crime', ' Drama']"
2578,Inland Empire,2006,6.8,"As an actress begins to adopt the persona of her character in a film, her world becomes nightmarish and surreal.","['Drama', ' Fantasy', ' Mystery']"
2579,Down with Love,2003,6.3,"In 1962 New York City, love blossoms between a playboy journalist and a feminist advice author.","['Comedy', ' Romance']"
2580,Mr. Malcolm's List,2022,5.8,A young woman courts a mysterious wealthy suitor in 19th century England.,"['Comedy', ' Drama', ' Romance']"
2581,Look Away,2018,5.8,"Maria, an alienated high-school student, has her life turned upside down when she switches places with her sinister mirror image.","['Drama', ' Fantasy', ' Horror']"
2582,Street Kings,2008,6.8,"An undercover cop, disillusioned by the death of his wife, is implicated in the murder of an officer and must struggle to clear himself.","['Action', ' Crime', ' Thriller']"
2583,Ma Rainey's Black Bottom,2020,6.9,Tensions rise when trailblazing blues singer Ma Rainey and her band gather at a recording studio in Chicago in 1927.,"['Drama', ' Music']"
2584,Stolen from Suburbia,2015,5.5,A single mother from the suburbs searches for her kidnapped daughter before human traffickers sell her on the international market.,"['Crime', ' Drama']"
2585,The Boat That Rocked,2009,7.3,"A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves.","['Comedy', ' Drama', ' Music']"
2586,Thank You for Smoking,2005,7.5,"Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his 12-year old son.","['Comedy', ' Drama']"
2587,Taken 2,2012,6.2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","['Action', ' Crime', ' Thriller']"
2588,Horton Hears a Who!,2008,6.8,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,"['Animation', ' Adventure', ' Comedy']"
2589,The Banker,2020,7.3,In the 1960s two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.,"['Biography', ' Drama']"
2590,Larry Crowne,2011,6.1,"After losing his job, a middle-aged man reinvents himself by going back to college.","['Comedy', ' Drama', ' Romance']"
2591,Freedom's Path,2022,7.2,"When a soldier deserts from battle, he soon discovers the true cost of war through a young heroic black man, who teaches him the real meaning of Freedom.","['Drama', ' History', ' War']"
2592,Annette,2021,6.3,A stand-up comedian and his opera singer wife have a two-year-old daughter with a surprising gift.,"['Drama', ' Musical', ' Romance']"
2593,Free State of Jones,2016,6.9,A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.,"['Action', ' Biography', ' Drama']"
2594,Out Cold,2001,6.2,A snowboarder's plans for his own snowboard park go awry when an ex-girlfriend returns to town.,"['Comedy', ' Sport']"
2595,Song to Song,2017,5.6,"Two intersecting love triangles. Obsession and betrayal set against the music scene in Austin, Texas.","['Drama', ' Music', ' Romance']"
2596,The Final Destination,2009,5.1,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,"['Horror', ' Thriller']"
2597,Scoob!,2020,5.6,"Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined.","['Animation', ' Adventure', ' Comedy']"
2598,Running Scared,2006,7.3,"A low-ranking thug is entrusted by his crime boss to dispose of a gun that killed corrupt cops, but things get out of control when the gun ends up in wrong hands.","['Action', ' Crime', ' Drama']"
2599,Rush Hour 3,2007,6.2,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.","['Action', ' Comedy', ' Crime']"
2600,Selma,2014,7.5,"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.","['Biography', ' Drama', ' History']"
2601,The Only Living Boy in New York,2017,6.3,"Adrift in New York City, a recent college graduate's life is upended by his father's mistress.",['Drama']
2602,The Texas Chainsaw Massacre: The Beginning,2006,5.8,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.","['Horror', ' Thriller']"
2603,"I, Frankenstein",2014,5.1,"Frankenstein's creature finds himself caught in an all-out, centuries-old war between two immortal clans.","['Action', ' Fantasy', ' Sci-Fi']"
2604,The Light Between Oceans,2016,7.2,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,"['Drama', ' Romance']"
2605,Diary of a Wimpy Kid: Dog Days,2012,6.3,"School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?","['Comedy', ' Family']"
2606,The To Do List,2013,5.8,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.","['Comedy', ' Romance']"
2607,American Wedding,2003,6.3,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.",['Comedy']
2608,Rio 2,2014,6.3,"It's a jungle out there for Blu, Jewel, and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel and meets his father-in-law.","['Animation', ' Adventure', ' Comedy']"
2609,Evan Almighty,2007,5.4,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,"['Comedy', ' Family', ' Fantasy']"
2610,The Darkest Minds,2018,5.7,"Imprisoned by an adult world that now fears everyone under 18, a group of teens form a resistance group to fight back and reclaim control of their future.","['Action', ' Adventure', ' Drama']"
2611,Sisters,2015,6.0,Two sisters decide to throw one last house party before their parents sell their family home.,['Comedy']
2612,Thelma,2017,7.0,A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.,"['Drama', ' Fantasy', ' Horror']"
2613,Machete Kills,2013,5.6,The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.,"['Action', ' Crime', ' Thriller']"
2614,Wish Dragon,2021,7.2,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,"['Animation', ' Adventure', ' Comedy']"
2615,Get Hard,2015,6.0,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.","['Comedy', ' Crime']"
2616,The End of the Tour,2015,7.2,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'","['Biography', ' Drama']"
2617,Let's Be Cops,2014,6.4,"Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.","['Action', ' Comedy', ' Crime']"
2618,Wind Chill,2007,5.8,"Two college students share a ride home for the holidays, but when they break down on a deserted stretch of road, they are preyed upon by the ghosts of people who have died there.","['Adventure', ' Drama', ' Horror']"
2619,28 Days,2000,6.1,A big-city newspaper columnist is forced to enter a drug and alcohol rehab center after ruining her sister's wedding and crashing a stolen limousine.,"['Comedy', ' Drama']"
2620,Win a Date with Tad Hamilton!,2004,5.6,"A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl's best friend.","['Comedy', ' Romance']"
2621,Mean Creek,2004,7.2,"When a teen is bullied, his brother and friends lure the bully into the woods to seek revenge.","['Crime', ' Drama']"
2622,Circle,2015,6.0,"Held captive and faced with their imminent executions, fifty strangers are forced to choose the one person among them who deserves to live.","['Drama', ' Horror', ' Mystery']"
2623,Hotel Artemis,2018,6.1,"Set in riot-torn, near-future Los Angeles, 'Hotel Artemis' follows the Nurse, who runs a secret, members-only emergency room for criminals.","['Action', ' Crime', ' Drama']"
2624,Time Trap,2017,6.2,A professor enters a cave and goes missing. Some of his students come looking for him and get trapped in the cave as well.,"['Action', ' Adventure', ' Mystery']"
2625,A Bigger Splash,2015,6.4,A famous rock star's vacation in Italy with her boyfriend is disrupted by the unexpected visit of an old friend and his daughter.,"['Drama', ' Music', ' Thriller']"
2626,Daddy's Home 2,2017,6.0,"Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.",['Comedy']
