,Movie Name,Release Year,Rating,Description,Genre
2422,Scary Movie 4,2006,5.1,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",['Comedy']
2423,King of Thieves,2018,5.5,"A true crime movie about a crew of retired crooks who pull off a major heist in London's jewelry district. What starts off as their last criminal hurrah, quickly turns into a brutal nightmare due to greed.","['Biography', ' Crime', ' Drama']"
2424,The Exception,2016,6.8,"A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation.","['Drama', ' Romance', ' War']"
2425,The Lake House,2006,6.8,"A lonely doctor who once occupied an unusual lakeside house begins to exchange love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.","['Drama', ' Fantasy', ' Romance']"
2426,Next Friday,2000,6.1,"A streetwise man flees South Central Los Angeles, heading to the suburbs and his lottery-winner uncle and cousin, to avoid a neighborhood thug with a grudge who has just escaped from prison.",['Comedy']
2427,Always Be My Maybe,2019,6.8,"Everyone assumed that Sasha and Marcus would wind up together, except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder--maybe?","['Comedy', ' Romance']"
2428,Waiting for the Barbarians,2019,5.9,"At an isolated frontier outpost, a colonial magistrate suffers a crisis of conscience when an army colonel arrives looking to interrogate the locals about an impending uprising, using cruel tactics that horrify the magistrate.",['Drama']
2429,Dog Soldiers,2002,6.8,A routine military exercise turns into a nightmare in the Scotland wilderness.,"['Action', ' Horror', ' Thriller']"
2430,The Simpsons Movie,2007,7.3,"After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","['Animation', ' Adventure', ' Comedy']"
2431,A Dangerous Method,2011,6.4,A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.,"['Biography', ' Drama', ' Romance']"
2432,Filth,2013,7.0,"A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.","['Action', ' Comedy', ' Crime']"
2433,First Reformed,2017,7.1,"A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.","['Drama', ' Mystery', ' Thriller']"
2434,The Mountain Between Us,2017,6.4,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.","['Drama', ' Thriller']"
2435,The Bucket List,2007,7.4,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,"['Adventure', ' Comedy', ' Drama']"
2436,Barb and Star Go to Vista Del Mar,2021,6.3,Lifelong friends Barb and Star embark on the adventure of a lifetime when they decide to leave their small Midwestern town for the first time - ever.,['Comedy']
2437,Draft Day,2014,6.8,"At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.","['Drama', ' Sport']"
2438,Super,2010,6.7,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.","['Action', ' Comedy', ' Crime']"
2439,Land of the Lost,2009,5.3,"A space-time vortex sucks scientist Rick Marshall, his assistant Holly and a survivalist Will into a world populated by dinosaurs and painfully slow creatures called Sleestaks.","['Action', ' Adventure', ' Comedy']"
2440,High Tension,2003,6.7,"Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.",['Horror']
2441,What Remains,2022,7.0,Plot under wraps.,"['Crime', ' Drama']"
2442,Little Italy,2018,5.7,"A young couple must navigate a blossoming romance, amidst a war between their families' competing pizza restaurants.","['Comedy', ' Romance']"
2443,Girl,2018,7.1,A promising teenage dancer enrolls at a prestigious ballet school while grappling with her gender dysphoria.,['Drama']
2444,Hardcore Henry,2015,6.7,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.","['Action', ' Adventure', ' Sci-Fi']"
2445,Solaris,2002,6.2,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,"['Drama', ' Mystery', ' Romance']"
2446,Dora and the Lost City of Gold,2019,6.1,Teenage explorer Dora leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.,"['Action', ' Adventure', ' Comedy']"
2447,The Ides of March,2011,7.1,An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.,"['Drama', ' Thriller']"
2448,Abduction,2011,5.1,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,"['Action', ' Mystery', ' Thriller']"
2449,Maniac,2012,6.1,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.","['Horror', ' Thriller']"
2450,Doubt,2008,7.5,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.,"['Drama', ' Mystery']"
2451,Michael Clayton,2007,7.2,"A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit.","['Crime', ' Drama', ' Mystery']"
2452,A Perfect Getaway,2009,6.5,Two pairs of lovers on a Hawaiian vacation discover that psychopaths are stalking and murdering tourists on the islands.,"['Drama', ' Mystery', ' Thriller']"
2453,Underworld: Rise of the Lycans,2009,6.5,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.","['Action', ' Fantasy', ' Thriller']"
2454,Beach Rats,2017,6.4,A Brooklyn teenager spends his days experimenting with drugs and looking online for older men to meet.,['Drama']
2455,Gemini,2017,5.4,"A heinous crime tests the complex relationship between a tenacious personal assistant and her Hollywood starlet boss. As the assistant unravels the mystery, she must confront her own understanding of friendship, truth and celebrity.","['Crime', ' Drama', ' Mystery']"
2456,The Heartbreak Kid,2007,5.8,A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.,"['Comedy', ' Romance']"
2457,A Walk Among the Tombstones,2014,6.5,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,"['Action', ' Crime', ' Drama']"
2458,Da 5 Bloods,2020,6.5,Four African-American vets battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.,"['Adventure', ' Drama', ' War']"
2459,The Infiltrator,2016,7.0,A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.,"['Biography', ' Crime', ' Drama']"
2460,Death at a Funeral,2007,7.3,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,['Comedy']
2461,Mechanic: Resurrection,2016,5.7,Bishop's most formidable foe kidnaps the love of his life in order to make him complete three impossible assassinations and make them look like accidents.,"['Action', ' Adventure', ' Crime']"
2462,Colette,2018,6.7,"Colette is pushed by her husband to write novels under his name. Upon their success, she fights to make her talents known, challenging gender norms.","['Biography', ' Drama', ' History']"
2463,Dead Silence,2007,6.1,"A young widower returns to his hometown to search for answers to his wife's murder, which may be linked to the ghost of a deceased ventriloquist.","['Horror', ' Mystery', ' Thriller']"
2464,Child's Play,2019,5.7,"A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.","['Drama', ' Horror', ' Sci-Fi']"
2465,Ghost World,2001,7.3,"With only the plan of moving in together after high school, two unusually devious friends seek direction in life. As a mere gag, they respond to a man's newspaper ad for a date, only to find it will greatly complicate their lives.","['Comedy', ' Drama']"
2466,A Most Violent Year,2014,7.0,"In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.","['Action', ' Crime', ' Drama']"
2467,Wild Child,2008,6.1,A rebellious Malibu princess is shipped off to a strict English boarding school by her father.,['Comedy']
2468,The Bling Ring,2013,5.6,"Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes.","['Biography', ' Crime', ' Drama']"
2469,The New World,2005,6.7,"The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas.","['Biography', ' Drama', ' History']"
2470,Resident Evil: Extinction,2007,6.2,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.","['Action', ' Horror', ' Sci-Fi']"
2471,Boy Erased,2018,6.9,The son of a Baptist preacher unwillingly participates in a church-supported gay conversion program after being forcibly outed to his parents.,"['Biography', ' Drama']"
2472,"10,000 BC",2008,5.1,"In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.","['Action', ' Adventure', ' Drama']"
2473,Tolkien,2019,6.8,"The formative years of the orphaned author J.R.R. Tolkien as he finds friendship, love and artistic inspiration among a group of fellow outcasts at school.","['Biography', ' Drama', ' Romance']"
2474,The Watch,2012,5.7,Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,"['Comedy', ' Sci-Fi']"
2475,Blackhat,2015,5.4,A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta.,"['Action', ' Crime', ' Thriller']"
2476,That's Amor,2022,5.3,"After her job and relationship implode on the same day, Sofia starts from scratch and meets a dashing Spanish chef who might be her missing ingredient.","['Comedy', ' Romance']"
2477,The Report,2019,7.2,"Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.","['Biography', ' Crime', ' Drama']"
2478,Shutter,2008,5.2,"A newly married couple discovers disturbing, ghostly images in photographs they develop after a tragic accident. Fearing the manifestations may be connected, they investigate and learn that some mysteries are better left unsolved.","['Horror', ' Mystery', ' Thriller']"
2479,The Housemaid,2010,6.4,A man's affair with his family's housemaid leads to dark consequences.,"['Drama', ' Thriller']"
2480,Frequency,2000,7.4,"An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.","['Crime', ' Drama', ' Mystery']"
2481,Me and Earl and the Dying Girl,2015,7.7,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.","['Comedy', ' Drama', ' Romance']"
2482,Am I OK?,2022,6.9,"Lucy and Jane have been best friends their entire lives. Only when Lucy embarks on a personal journey, will she face a test of her friendship, and her sense of self, on a path she may not be entirely ready to take.","['Comedy', ' Drama', ' Romance']"
2483,The Bounty Hunter,2010,5.5,"A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.","['Action', ' Comedy', ' Romance']"
2484,Infernal Affairs,2002,8.0,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.","['Action', ' Crime', ' Drama']"
2485,The Muppets,2011,7.1,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,"['Adventure', ' Comedy', ' Family']"
2486,Vortex,2021,7.4,The last days of an elderly couple stricken by dementia.,['Drama']
2487,His House,2020,6.5,"A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.","['Drama', ' Horror', ' Thriller']"
2488,Between Two Ferns: The Movie,2019,6.1,Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.,['Comedy']
2489,Tall Girl,2019,5.2,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.","['Comedy', ' Drama', ' Family']"
2490,Sweet Girl,2021,5.5,A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left: his daughter.,"['Action', ' Drama', ' Thriller']"
2491,Next,2007,6.2,A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,"['Action', ' Sci-Fi', ' Thriller']"
2492,Before We Go,2014,6.8,Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,"['Comedy', ' Drama', ' Romance']"
2493,The Skeleton Key,2005,6.5,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,"['Drama', ' Horror', ' Mystery']"
2494,The Professor and the Madman,2019,7.2,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.","['Biography', ' Drama', ' History']"
2495,Respect,2021,6.6,"Following the rise of Aretha Franklin's career from a child singing in her father's church's choir to her international superstardom, RESPECT is the remarkable true story of the music icon's journey to find her voice.","['Biography', ' Drama', ' Music']"
2496,Behind Enemy Lines,2001,6.4,"A disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as his commanding officer risks all to save him.","['Action', ' Drama', ' Thriller']"
2497,Funny People,2009,6.3,"When seasoned comedian George Simmons learns of his terminal, inoperable health condition, his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act.","['Comedy', ' Drama']"
2498,Johnny English,2003,6.2,"After a sudden attack on MI5, Johnny English, Britain's most confident, yet unintelligent spy, becomes Britain's only spy.","['Action', ' Adventure', ' Comedy']"
2499,Rough Night,2017,5.2,Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.,['Comedy']
2500,Finder's Fee,2001,6.3,A man finds a wallet containing a winning lottery ticket worth $6 million.,"['Drama', ' Thriller']"
2501,Rush Hour 2,2001,6.6,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam.","['Action', ' Comedy', ' Crime']"
2502,Bill & Ted Face the Music,2020,5.9,"Once told they'd save the universe during a time-traveling adventure, 2 would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny.","['Adventure', ' Comedy', ' Music']"
2503,Clifford the Big Red Dog,2021,5.9,A young girl's love for a tiny puppy named Clifford makes the dog grow to an enormous size.,"['Animation', ' Adventure', ' Comedy']"
2504,The Queen,2006,7.3,"After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.","['Biography', ' Drama']"
2505,Penguins of Madagascar,2014,6.6,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","['Animation', ' Adventure', ' Comedy']"
2506,Flatliners,2017,5.2,"Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.","['Drama', ' Horror', ' Mystery']"
2507,Seventh Son,2014,5.5,"When Mother Malkin, the queen of evil witches, escapes the pit she was imprisoned in by professional monster hunter Spook decades ago and kills his apprentice, he recruits young Tom, the seventh son of the seventh son, to help him.","['Action', ' Adventure', ' Fantasy']"
2508,"Paris, 13th District",2021,7.1,"Émilie meets Camille who is attracted to Nora, who crosses paths with Amber. Three girls and a boy - They're friends, sometimes lovers and often both.","['Comedy', ' Drama', ' Romance']"
2509,Assassination Nation,2018,6.0,"After a malicious data hack exposes the secrets of the perpetually American town of Salem, chaos descends and four girls must fight to survive, while coping with the hack themselves.","['Action', ' Comedy', ' Crime']"
2510,The Good Neighbor,2022,6.0,The budding friendship between two very different neighbours takes a tragic turn when David runs over a young woman and causes her death.,['Thriller']
2511,The Stanford Prison Experiment,2015,6.8,"In 1971, twenty-four male students are selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.","['Biography', ' Drama', ' History']"
2512,The Deep House,2021,5.4,A young and modern couple who go to France to explore an underwater house and share their findings on social media undergoes a serious change of plans when the couple enters the interior of... See full summary »,"['Drama', ' Horror', ' Mystery']"
2513,Pixie,2020,5.9,"To avenge her mother's death, Pixie masterminds a heist but must flee across Ireland from gangsters, take on the patriarchy, and choose her own destiny.","['Comedy', ' Crime', ' Thriller']"
2514,V/H/S,2012,5.8,"When a group of misfits are hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.",['Horror']
2515,Beirut,2018,6.5,"Caught in the crossfires of civil war, CIA operatives must send a former U.S. diplomat to negotiate for the life of a friend he left behind.","['Action', ' Crime', ' Drama']"
2516,Last Vegas,2013,6.6,Four friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,"['Comedy', ' Drama']"
2517,Fire Island,2022,6.7,"A group of queer best friends gather in Fire Island Pines for their annual week of love and laughter, but a sudden change of events might make this their last summer in gay paradise.","['Comedy', ' Romance']"
2518,The Finest Hours,2016,6.7,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,"['Action', ' Drama', ' History']"
2519,Get Him to the Greek,2010,6.3,A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater.,"['Comedy', ' Music']"
2520,Four Lions,2010,7.3,Four incompetent British terrorists set out to train for and commit an act of terror.,"['Comedy', ' Crime', ' Drama']"
2521,Garfield,2004,5.0,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.","['Animation', ' Adventure', ' Comedy']"
2522,Mona Lisa Smile,2003,6.5,A free-thinking art professor teaches conservative 1950s Wellesley girls to question their traditional social roles.,['Drama']
2523,Charlotte's Web,2006,6.3,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.","['Adventure', ' Comedy', ' Family']"
2524,The Addams Family 2,2021,5.4,"The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters. Sequel to the 2019 animated film, 'The Addams Family'.","['Animation', ' Adventure', ' Comedy']"
2525,Macbeth,2015,6.6,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.","['Drama', ' History', ' War']"
2526,Horse Girl,2020,6.0,"Sarah, a socially isolated woman with a fondness for arts and crafts, horses, and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.","['Drama', ' Mystery', ' Thriller']"
2527,Munch,2023,6.4,"Rejected by the art establishment, wracked with grief over the loss of his older sister and tortured by addiction, the film captures Edvard Munch's life, one of the world's greatest artists of all time.","['Biography', ' Drama', ' History']"
2528,Onyx the Fortuitous and the Talisman of Souls,2023,6.5,Fledgling occultist Onyx and a group of worshipers attend a once-in-a-lifetime ritual at their idol BARTOK THE GREAT'S mansion.,"['Comedy', ' Horror']"
2529,The Hundred-Foot Journey,2014,7.3,The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory's Michelin-starred eatery.,"['Comedy', ' Drama']"
2530,Anthropoid,2016,7.2,"Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.","['Action', ' Biography', ' Drama']"
2531,Attack the Block,2011,6.6,A teen gang in South London defend their block from an alien invasion.,"['Action', ' Adventure', ' Comedy']"
2532,All My Life,2020,6.3,A couple's wedding plans are thrown off course when the groom is diagnosed with liver cancer.,"['Drama', ' Romance']"
2533,The Lost Husband,2020,6.1,"Trying to put her life back together after her husband's death, Libby and her children move to her estranged aunt's goat farm in central Texas.","['Drama', ' Romance']"
2534,Dorian Gray,2009,6.2,"A corrupt young man somehow keeps his youthful beauty eternally, but a special painting gradually reveals his inner ugliness to all.","['Drama', ' Fantasy', ' Mystery']"
2535,Due Date,2010,6.5,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,"['Comedy', ' Drama']"
2536,The Dark and the Wicked,2020,6.1,"On a secluded farm in a nondescript rural town, a man is slowly dying. His family gathers to mourn, and soon a darkness grows, marked by waking nightmares and a growing sense that something evil is taking over the family.",['Horror']
2537,Books of Blood,2020,5.6,A journey into uncharted and forbidden territory through three tales tangled in space and time.,"['Drama', ' Horror', ' Mystery']"
2538,Insidious: Chapter 2,2013,6.5,"The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.","['Horror', ' Mystery', ' Thriller']"
2539,The Spy Who Dumped Me,2018,6.0,Best friends Audrey and Morgan unwittingly become entangled in an international conspiracy when one of them discovers that the boyfriend who dumped her was actually a spy.,"['Action', ' Adventure', ' Comedy']"
2540,The Sweetest Thing,2002,5.1,"Christina Walters spent years avoiding men, then suddenly met her perfect match while hanging with her best friends, Courtney and Jane. When she finds out that he has left town, she and Courtney set out on a trip.","['Comedy', ' Romance']"
2541,Hoodwinked,2005,6.5,"Little Red Riding Hood, the Wolf, the Woodsman, and Granny all tell the police the events that led up to their encounter.","['Animation', ' Adventure', ' Comedy']"
2542,Dear John,2010,6.3,A romantic drama about a soldier who falls for a conservative college student while he's home on leave.,"['Drama', ' Mystery', ' Romance']"
2543,God's Own Country,2017,7.6,"Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.","['Drama', ' Romance']"
2544,The Sisterhood of the Traveling Pants,2005,6.5,Four best girlfriends hatch a plan to stay connected with one another as their lives start off in different directions: they pass around a pair of secondhand jeans that fits each of their bodies perfectly.,"['Comedy', ' Drama', ' Romance']"
2545,Hotel Transylvania 2,2015,6.6,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.","['Animation', ' Adventure', ' Comedy']"
2546,Lady Vengeance,2005,7.5,"After being wrongfully imprisoned for thirteen years and having her child taken away from her, a woman seeks revenge through increasingly brutal means.","['Crime', ' Drama', ' Thriller']"
2547,Goon,2011,6.8,"Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way.","['Comedy', ' Drama', ' Sport']"
2548,Lords of Chaos,2018,6.6,A teenager's quest to launch Norwegian Black Metal in Oslo in the early 1990s results in a very violent outcome.,"['Biography', ' Drama', ' Horror']"
2549,Dark Skies,2013,6.3,"As the Barrett family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them, one which may have arrived from beyond the stars.","['Horror', ' Sci-Fi', ' Thriller']"
2550,The SpongeBob SquarePants Movie,2004,7.1,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,"['Animation', ' Adventure', ' Comedy']"
2551,Stick It,2006,6.3,"After a run-in with the law, Haley Graham (Missy Peregrym) is forced to return to the world from which she fled some years ago. Enrolled in an elite gymnastics program run by the legendary Burt Vickerman (Jeff Bridges), Haley's rebellious attitude gives way to something that just might be called team spirit.","['Comedy', ' Drama', ' Sport']"
2552,Vivo,2021,6.7,"Vivo, Sony Pictures Animation's first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.","['Animation', ' Adventure', ' Comedy']"
2553,Pompeii,2014,5.5,"A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.","['Action', ' Adventure', ' Drama']"
2554,Odd Thomas,2013,6.8,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.","['Comedy', ' Fantasy', ' Horror']"
2555,Resident Evil: The Final Chapter,2016,5.5,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.","['Action', ' Horror', ' Sci-Fi']"
2556,Baby Boy,2001,6.4,"In South Central L.A., a misguided 20-year-old African-American man, a ""baby boy"", faces the commitments of real life.","['Crime', ' Drama', ' Romance']"
2557,Ice Age: Continental Drift,2012,6.5,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.","['Animation', ' Adventure', ' Comedy']"
2558,Club Dread,2004,5.6,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort--a hedonistic island paradise for swingers--it's up to the club's staff to stop the violence...or at least hide it.,"['Comedy', ' Horror', ' Mystery']"
2559,Hot Pursuit,2015,5.1,An uptight and by-the-book cop (Reese Witherspoon) tries to protect the outgoing widow (Sofia Vergara) of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,"['Action', ' Comedy', ' Crime']"
2560,Confessions,2022,6.4,"A paid assassin working for the biker gangs of Quebec outsmarts both the police and the underworld for decades, committing 28 hits over 25 years.","['Action', ' Crime', ' Drama']"
2561,Where the Wild Things Are,2009,6.7,"Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.","['Adventure', ' Drama', ' Family']"
2562,The Monuments Men,2014,6.1,An unlikely World War II platoon is tasked to rescue art masterpieces from German thieves and return them to their owners.,"['Comedy', ' Drama', ' History']"
2563,Bad Luck Banging or Loony Porn,2021,6.5,"Emi, a school teacher, finds her career and reputation under threat after a personal sex tape is leaked on the Internet. Forced to meet the parents demanding her dismissal, Emi refuses to surrender to their pressure.","['Comedy', ' Drama']"
2564,Eagle Eye,2008,6.6,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.","['Action', ' Mystery', ' Thriller']"
2565,God's Creatures,2022,5.8,"In a windswept fishing village, a mother is torn between protecting her beloved son and her own sense of right and wrong. A lie she tells for him rips apart their family and close-knit community in this tense, sweepingly emotional epic.",['Drama']
2566,How Do You Know,2010,5.4,"After being cut from the U.S.A. softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.","['Comedy', ' Drama', ' Romance']"
2567,Ron's Gone Wrong,2021,7.0,"The story of Barney, an awkward middle-schooler and Ron, his new walking, talking, digitally-connected device. Ron's malfunctions set against the backdrop of the social media age launch them on a journey to learn about true friendship.","['Animation', ' Adventure', ' Comedy']"
2568,Lapsis,2020,6.2,"Struggling to support himself and his ailing younger brother, delivery man Ray takes a strange job in a strange new realm of the gig economy.","['Drama', ' Mystery', ' Sci-Fi']"
2569,Be Cool,2005,5.6,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way.","['Comedy', ' Crime', ' Music']"
2570,Shanghai Knights,2003,6.2,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.","['Action', ' Adventure', ' Comedy']"
2571,Sleeping with Other People,2015,6.5,"A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.","['Comedy', ' Drama', ' Romance']"
2572,The Purge: Anarchy,2014,6.4,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.","['Action', ' Horror', ' Sci-Fi']"
2573,Wolf,2021,5.2,A high-concept arthouse drama about a boy who believes he is a wolf.,"['Drama', ' Mystery', ' Thriller']"
2574,Toscana,2022,5.7,"When a Danish chef travels to Tuscany to sell his father's business, he meets a local woman who inspires him to rethink his approach to life and love.","['Drama', ' Romance']"
